Date,Value_avg_temp,Anomaly_avg_temp,Value_max_temp,Anomaly_max_temp,Max_Temp,Anomaly_x,Precipitation,Anomaly_y,PDSI,Anomaly
1970-01-01 00:00:00.000201111,43.75,2.06,55.09,2.38,32.4,1.72,-1.57,-1.99,2.47,0.24
1970-01-01 00:00:00.000201112,35.4,2.72,45.52,2.76,25.27,2.67,-1.89,-2.32,2.26,-0.09
1970-01-01 00:00:00.000201201,36.12,6.0,47.59,7.1,24.67,4.92,-2.31,-2.79,2.09,-0.22
1970-01-01 00:00:00.000201202,37.51,3.69,48.07,3.25,26.96,4.14,-2.38,-2.88,1.85,-0.28
1970-01-01 00:00:00.000201203,50.41,8.91,62.85,9.84,37.96,7.97,-2.72,-3.09,2.87,0.36
1970-01-01 00:00:00.000201204,54.68,3.63,67.64,4.16,41.72,3.11,-3.11,-3.43,2.23,-0.29
1970-01-01 00:00:00.000201205,63.45,3.25,76.64,3.68,50.23,2.79,-3.57,-3.91,2.5,-0.41
1970-01-01 00:00:00.000201206,70.54,2.05,84.2,2.86,56.88,1.26,-4.12,-4.41,2.24,-0.69
1970-01-01 00:00:00.000201207,76.77,3.16,89.96,3.28,63.55,3.01,-4.79,-5.17,2.51,-0.27
1970-01-01 00:00:00.000201208,73.8,1.7,87.39,2.25,60.21,1.15,-5.11,-5.56,2.47,-0.15
1970-01-01 00:00:00.000201209,66.31,1.45,80.08,2.27,52.54,0.64,-4.99,-5.44,2.34,-0.15
1970-01-01 00:00:00.000201210,53.89,-0.22,66.07,-0.73,41.7,0.29,-4.43,-4.86,2.23,0.07
1970-01-01 00:00:00.000201211,44.01,2.32,55.92,3.21,32.09,1.41,-5.23,-5.65,1.32,-0.91
1970-01-01 00:00:00.000201212,35.92,3.24,45.82,3.06,26.02,3.42,-5.27,-5.7,2.88,0.53
1970-01-01 00:00:00.000201301,32.25,2.13,42.71,2.22,21.79,2.04,-5.31,-5.79,2.37,0.06
1970-01-01 00:00:00.000201302,34.77,0.95,45.46,0.64,24.08,1.26,-4.9,-5.4,2.02,-0.11
1970-01-01 00:00:00.000201303,40.91,-0.59,52.7,-0.31,29.1,-0.89,-5.18,-5.55,1.72,-0.79
1970-01-01 00:00:00.000201304,49.68,-1.37,62.06,-1.42,37.26,-1.35,0.58,0.26,2.9,0.38
1970-01-01 00:00:00.000201305,60.85,0.65,73.53,0.57,48.18,0.74,0.88,0.54,3.35,0.44
1970-01-01 00:00:00.000201306,70.39,1.9,82.99,1.65,57.78,2.16,1.08,0.79,3.34,0.41
1970-01-01 00:00:00.000201307,74.21,0.6,86.43,-0.25,61.99,1.45,1.73,1.35,3.34,0.56
1970-01-01 00:00:00.000201308,72.99,0.89,85.39,0.25,60.58,1.52,1.69,1.24,2.56,-0.06
1970-01-01 00:00:00.000201309,66.96,2.1,79.18,1.37,54.72,2.82,1.84,1.39,2.98,0.49
1970-01-01 00:00:00.000201310,53.44,-0.67,65.32,-1.48,41.54,0.13,1.85,1.42,2.23,0.07
1970-01-01 00:00:00.000201311,41.61,-0.08,52.48,-0.23,30.74,0.06,1.59,1.17,2.04,-0.19
1970-01-01 00:00:00.000201312,31.06,-1.62,41.52,-1.24,20.61,-1.99,1.43,1.0,2.21,-0.14
1970-01-01 00:00:00.000201401,30.56,0.44,42.44,1.95,18.68,-1.07,0.72,0.24,1.37,-0.94
1970-01-01 00:00:00.000201402,32.13,-1.69,43.02,-1.8,21.24,-1.58,1.0,0.5,2.25,0.12
1970-01-01 00:00:00.000201403,40.51,-0.99,52.84,-0.17,28.18,-1.81,0.81,0.44,2.37,-0.14
1970-01-01 00:00:00.000201404,51.69,0.64,64.56,1.08,38.8,0.19,1.06,0.74,2.88,0.36
1970-01-01 00:00:00.000201405,61.27,1.07,74.1,1.14,48.45,1.01,0.75,0.41,2.81,-0.1
1970-01-01 00:00:00.000201406,69.58,1.09,81.81,0.47,57.36,1.74,1.33,1.04,3.67,0.74
1970-01-01 00:00:00.000201407,73.29,-0.32,85.8,-0.88,60.78,0.24,1.27,0.89,2.6,-0.18
1970-01-01 00:00:00.000201408,72.25,0.15,84.22,-0.92,60.26,1.2,1.79,1.34,3.13,0.51
1970-01-01 00:00:00.000201409,66.2,1.34,78.26,0.45,54.12,2.22,1.67,1.22,2.64,0.15
1970-01-01 00:00:00.000201410,56.93,2.82,69.39,2.59,44.46,3.05,1.53,1.1,2.42,0.26
1970-01-01 00:00:00.000201411,39.25,-2.44,50.29,-2.42,28.22,-2.46,1.44,1.02,2.13,-0.1
1970-01-01 00:00:00.000201412,36.81,4.13,45.34,2.58,28.26,5.66,1.42,0.99,2.58,0.23
1970-01-01 00:00:00.000201501,33.08,2.96,43.27,2.78,22.89,3.14,-0.15,-0.63,1.83,-0.48
1970-01-01 00:00:00.000201502,32.99,-0.83,44.4,-0.42,21.58,-1.24,-0.29,-0.79,1.74,-0.39
1970-01-01 00:00:00.000201503,45.39,3.89,57.76,4.75,33.03,3.04,-1.06,-1.43,2.13,-0.38
1970-01-01 00:00:00.000201504,53.24,2.19,65.84,2.36,40.62,2.01,0.09,-0.23,2.83,0.31
1970-01-01 00:00:00.000201505,60.84,0.64,72.54,-0.42,49.12,1.68,1.47,1.13,4.44,1.53
1970-01-01 00:00:00.000201506,71.37,2.88,83.64,2.3,59.07,3.45,1.7,1.41,3.55,0.62
1970-01-01 00:00:00.000201507,73.92,0.31,85.96,-0.72,61.84,1.3,2.23,1.85,3.23,0.45
1970-01-01 00:00:00.000201508,72.95,0.85,85.77,0.63,60.1,1.04,1.99,1.54,2.41,-0.21
1970-01-01 00:00:00.000201509,68.54,3.68,81.3,3.49,55.74,3.84,1.09,0.64,2.12,-0.37
1970-01-01 00:00:00.000201510,57.24,3.13,69.1,2.3,45.37,3.96,1.38,0.95,2.9,0.74
1970-01-01 00:00:00.000201511,44.6,2.91,55.22,2.51,33.96,3.28,2.09,1.67,3.35,1.12
1970-01-01 00:00:00.000201512,38.66,5.98,48.06,5.3,29.25,6.65,3.5,3.07,4.06,1.71
1970-01-01 00:00:00.000201601,32.22,2.1,41.86,1.37,22.59,2.84,3.6,3.12,2.04,-0.27
1970-01-01 00:00:00.000201602,39.47,5.65,50.81,5.99,28.11,5.29,-0.31,-0.81,1.93,-0.2
1970-01-01 00:00:00.000201603,47.5,6.0,59.47,6.46,35.51,5.52,-0.48,-0.85,2.92,0.41
1970-01-01 00:00:00.000201604,53.19,2.14,65.57,2.09,40.8,2.19,0.26,-0.06,3.0,0.48
1970-01-01 00:00:00.000201605,60.33,0.13,72.5,-0.46,48.15,0.71,0.4,0.06,3.07,0.16
1970-01-01 00:00:00.000201606,71.76,3.27,84.92,3.58,58.6,2.98,-0.7,-0.99,2.48,-0.45
1970-01-01 00:00:00.000201607,75.22,1.61,87.91,1.23,62.53,1.99,-0.82,-1.2,2.92,0.14
1970-01-01 00:00:00.000201608,73.53,1.43,85.8,0.66,61.23,2.17,-0.09,-0.54,3.47,0.85
1970-01-01 00:00:00.000201609,67.12,2.26,79.39,1.58,54.84,2.94,-0.07,-0.52,2.73,0.24
1970-01-01 00:00:00.000201610,57.72,3.61,69.89,3.09,45.55,4.14,-0.17,-0.6,2.39,0.23
1970-01-01 00:00:00.000201611,47.97,6.28,59.56,6.85,36.36,5.68,-1.18,-1.6,1.75,-0.48
1970-01-01 00:00:00.000201612,32.95,0.27,42.64,-0.12,23.27,0.67,-1.4,-1.83,2.72,0.37
1970-01-01 00:00:00.000201701,33.57,3.45,42.78,2.29,24.35,4.6,-0.91,-1.39,3.24,0.93
1970-01-01 00:00:00.000201702,41.18,7.36,52.14,7.32,30.2,7.38,-0.92,-1.42,2.25,0.12
1970-01-01 00:00:00.000201703,46.15,4.65,57.81,4.8,34.48,4.49,-1.23,-1.6,2.59,0.08
1970-01-01 00:00:00.000201704,53.8,2.75,65.88,2.4,41.68,3.07,0.67,0.35,3.5,0.98
1970-01-01 00:00:00.000201705,60.57,0.37,73.26,0.3,47.86,0.42,1.0,0.66,3.36,0.45
1970-01-01 00:00:00.000201706,70.36,1.87,83.25,1.91,57.45,1.83,0.94,0.65,3.07,0.14
1970-01-01 00:00:00.000201707,75.7,2.09,88.56,1.88,62.85,2.31,0.89,0.51,2.8,0.02
1970-01-01 00:00:00.000201708,72.01,-0.09,84.27,-0.87,59.76,0.7,1.69,1.24,3.42,0.8
1970-01-01 00:00:00.000201709,66.27,1.41,78.76,0.95,53.76,1.86,-0.31,-0.76,2.27,-0.22
1970-01-01 00:00:00.000201710,55.69,1.58,68.45,1.65,42.93,1.52,0.3,-0.13,2.6,0.44
1970-01-01 00:00:00.000201711,45.03,3.34,56.17,3.46,33.87,3.19,-0.72,-1.14,1.62,-0.61
1970-01-01 00:00:00.000201712,34.29,1.61,44.83,2.07,23.74,1.14,-1.54,-1.97,1.59,-0.76
1970-01-01 00:00:00.000201801,32.16,2.04,43.16,2.67,21.16,1.41,-2.3,-2.78,1.85,-0.46
1970-01-01 00:00:00.000201802,35.51,1.69,46.67,1.85,24.37,1.55,-1.66,-2.16,2.89,0.76
1970-01-01 00:00:00.000201803,42.73,1.23,54.01,1.0,31.44,1.45,-1.66,-2.03,2.48,-0.03
1970-01-01 00:00:00.000201804,49.03,-2.02,61.84,-1.64,36.19,-2.42,-1.26,-1.58,2.46,-0.06
1970-01-01 00:00:00.000201805,65.52,5.32,78.4,5.44,52.61,5.17,-1.7,-2.04,3.02,0.11
1970-01-01 00:00:00.000201806,71.55,3.06,84.16,2.82,58.93,3.31,-1.64,-1.93,3.15,0.22
1970-01-01 00:00:00.000201807,75.45,1.84,88.23,1.55,62.67,2.13,-1.8,-2.18,2.86,0.08
1970-01-01 00:00:00.000201808,73.51,1.41,85.95,0.81,61.05,1.99,0.06,-0.39,2.98,0.36
1970-01-01 00:00:00.000201809,67.53,2.67,79.36,1.55,55.71,3.81,0.8,0.35,3.57,1.08
1970-01-01 00:00:00.000201810,53.71,-0.4,64.38,-2.42,43.03,1.62,1.92,1.49,3.43,1.27
1970-01-01 00:00:00.000201811,40.01,-1.68,50.16,-2.55,29.86,-0.82,2.56,2.14,2.71,0.48
1970-01-01 00:00:00.000201812,35.51,2.83,44.78,2.02,26.26,3.66,3.68,3.25,3.25,0.9
1970-01-01 00:00:00.000201901,32.56,2.44,42.3,1.81,22.84,3.09,4.16,3.68,2.56,0.25
1970-01-01 00:00:00.000201902,31.84,-1.98,41.7,-3.12,21.96,-0.86,5.07,4.57,3.28,1.15
1970-01-01 00:00:00.000201903,40.28,-1.22,51.39,-1.62,29.19,-0.8,4.36,3.99,2.24,-0.27
1970-01-01 00:00:00.000201904,52.84,1.79,64.87,1.39,40.82,2.21,4.42,4.1,3.21,0.69
1970-01-01 00:00:00.000201905,59.49,-0.71,70.86,-2.1,48.11,0.67,5.54,5.2,4.47,1.56
1970-01-01 00:00:00.000201906,68.72,0.23,81.21,-0.13,56.23,0.61,5.47,5.18,3.37,0.44
1970-01-01 00:00:00.000201907,74.62,1.01,87.1,0.42,62.13,1.59,5.22,4.84,2.76,-0.02
1970-01-01 00:00:00.000201908,73.74,1.64,86.36,1.22,61.12,2.06,4.87,4.42,2.78,0.16
1970-01-01 00:00:00.000201909,68.43,3.57,80.6,2.79,56.26,4.36,4.0,3.55,2.45,-0.04
1970-01-01 00:00:00.000201910,52.05,-2.06,64.2,-2.6,39.88,-1.53,4.73,4.3,3.19,1.03
1970-01-01 00:00:00.000201911,41.11,-0.58,52.3,-0.41,29.89,-0.79,4.35,3.93,1.94,-0.29
1970-01-01 00:00:00.000201912,36.43,3.75,46.08,3.32,26.78,4.18,4.37,3.94,2.57,0.22
1970-01-01 00:00:00.000202001,35.55,5.43,45.05,4.56,26.02,6.27,4.79,4.31,2.76,0.45
1970-01-01 00:00:00.000202002,36.18,2.36,47.12,2.3,25.21,2.39,4.68,4.18,2.45,0.32
1970-01-01 00:00:00.000202003,46.08,4.58,56.71,3.7,35.44,5.45,-0.12,-0.49,2.86,0.35
1970-01-01 00:00:00.000202004,50.88,-0.17,63.63,0.15,38.12,-0.49,0.08,-0.24,2.52,0.0
1970-01-01 00:00:00.000202005,60.91,0.71,73.42,0.46,48.4,0.96,0.18,-0.16,3.09,0.18
1970-01-01 00:00:00.000202006,70.29,1.8,83.07,1.73,57.51,1.89,-0.3,-0.59,2.73,-0.2
1970-01-01 00:00:00.000202007,75.65,2.04,88.41,1.73,62.89,2.35,-0.32,-0.7,2.94,0.16
1970-01-01 00:00:00.000202008,74.71,2.61,87.85,2.71,61.56,2.5,-0.85,-1.3,2.42,-0.2
1970-01-01 00:00:00.000202009,65.91,1.05,78.82,1.01,52.99,1.09,-0.96,-1.41,2.44,-0.05
1970-01-01 00:00:00.000202010,54.28,0.17,66.97,0.17,41.59,0.18,-0.85,-1.28,2.18,0.02
1970-01-01 00:00:00.000202011,46.31,4.62,58.32,5.61,34.3,3.62,-1.53,-1.95,1.94,-0.29
1970-01-01 00:00:00.000202012,35.71,3.03,46.58,3.82,24.82,2.22,-2.22,-2.65,2.05,-0.3
1970-01-01 00:00:00.000202101,34.59,4.47,43.99,3.5,25.2,5.45,-2.87,-3.35,2.09,-0.22
1970-01-01 00:00:00.000202102,30.61,-3.21,40.82,-4.0,20.41,-2.41,-2.89,-3.39,2.02,-0.11
1970-01-01 00:00:00.000202103,45.52,4.02,57.88,4.87,33.15,3.16,-3.01,-3.38,2.51,0.0
1970-01-01 00:00:00.000202104,51.87,0.82,64.89,1.41,38.84,0.23,-3.18,-3.5,2.06,-0.46
1970-01-01 00:00:00.000202105,60.35,0.15,72.86,-0.1,47.8,0.36,-2.78,-3.12,2.98,0.07
1970-01-01 00:00:00.000202106,72.59,4.1,85.62,4.28,59.58,3.96,-2.81,-3.1,2.97,0.04
1970-01-01 00:00:00.000202107,75.42,1.81,87.66,0.98,63.19,2.65,-2.18,-2.56,3.41,0.63
1970-01-01 00:00:00.000202108,73.98,1.88,86.31,1.17,61.63,2.57,-1.55,-2.0,3.14,0.52
1970-01-01 00:00:00.000202109,67.8,2.94,81.12,3.31,54.48,2.58,-1.77,-2.22,2.39,-0.1
1970-01-01 00:00:00.000202110,56.97,2.86,68.54,1.74,45.37,3.96,-0.94,-1.37,3.15,0.99
1970-01-01 00:00:00.000202111,45.07,3.38,56.86,4.15,33.28,2.6,-1.8,-2.22,1.3,-0.93
1970-01-01 00:00:00.000202112,39.34,6.66,49.96,7.2,28.74,6.14,-2.15,-2.58,2.4,0.05
1970-01-01 00:00:00.000202201,31.17,1.05,42.91,2.42,19.42,-0.33,-2.82,-3.3,1.64,-0.67
1970-01-01 00:00:00.000202202,33.66,-0.16,46.27,1.45,21.04,-1.78,-3.0,-3.5,1.76,-0.37
1970-01-01 00:00:00.000202203,44.1,2.6,56.77,3.76,31.41,1.42,-3.2,-3.57,2.28,-0.23
1970-01-01 00:00:00.000202204,50.67,-0.38,63.27,-0.21,38.08,-0.53,-2.69,-3.01,2.6,0.08
1970-01-01 00:00:00.000202205,61.93,1.73,74.48,1.52,49.37,1.93,-2.35,-2.69,3.19,0.28
1970-01-01 00:00:00.000202206,70.81,2.32,83.75,2.41,57.85,2.23,-2.82,-3.11,2.36,-0.57
1970-01-01 00:00:00.000202207,76.42,2.81,89.26,2.58,63.57,3.03,-3.01,-3.39,2.78,0.0
1970-01-01 00:00:00.000202208,74.61,2.51,86.95,1.81,62.26,3.2,-2.7,-3.15,3.08,0.46
1970-01-01 00:00:00.000202209,68.04,3.18,81.23,3.42,54.84,2.94,-3.43,-3.88,1.85,-0.64
1970-01-01 00:00:00.000202210,55.2,1.09,68.59,1.79,41.81,0.4,-3.62,-4.05,1.68,-0.48
1970-01-01 00:00:00.000202211,40.96,-0.73,51.93,-0.78,30.0,-0.68,-3.37,-3.79,2.44,0.21
1970-01-01 00:00:00.000202212,33.12,0.44,42.6,-0.16,23.65,1.05,-3.06,-3.49,2.79,0.44
1970-01-01 00:00:00.000202301,35.13,5.01,44.44,3.95,25.83,6.08,-2.39,-2.87,2.94,0.63
1970-01-01 00:00:00.000202302,36.43,2.61,47.73,2.91,25.12,2.3,-2.19,-2.69,2.01,-0.12
1970-01-01 00:00:00.000202303,40.62,-0.88,51.55,-1.46,29.7,-0.29,-1.54,-1.91,2.87,0.36
1970-01-01 00:00:00.000202304,51.37,0.32,64.27,0.79,38.44,-0.17,-1.46,-1.78,2.42,-0.1
1970-01-01 00:00:00.000202305,62.4,2.2,75.07,2.11,49.71,2.27,-1.86,-2.2,2.59,-0.32
1970-01-01 00:00:00.000202306,69.01,0.52,81.59,0.25,56.41,0.79,-1.75,-2.04,2.87,-0.06
1970-01-01 00:00:00.000202307,75.65,2.04,88.68,2.0,62.62,2.08,-1.95,-2.33,2.74,-0.04
1970-01-01 00:00:00.000202308,74.37,2.27,86.9,1.76,61.81,2.75,-1.99,-2.44,2.78,0.16
1970-01-01 00:00:00.000202309,67.75,2.89,80.44,2.63,55.06,3.16,-2.5,-2.95,2.12,-0.37
1970-01-01 00:00:00.000202310,56.07,1.96,68.13,1.33,44.01,2.6,-2.43,-2.86,2.17,0.01
1970-01-01 00:00:00.000202311,44.29,2.6,55.71,3.0,32.86,2.18,-3.39,-3.81,1.39,-0.84
1970-01-01 00:00:00.000202312,39.81,7.13,49.78,7.02,29.84,7.24,-4.0,-4.43,2.59,0.24
